brand,menu,calories,fat,cho,sodium,charbo,sugar,protein
7-Eleven,5 React Fruit Slurpee,66.0,,0.0,6.0,18.0,18.0,0.0
7-Eleven,Black Iced Coffee,5.0,,0.0,25.0,1.0,,0.0
7-Eleven,Blue Lightning Blast Slurpee,70.0,,0.0,20.0,18.0,18.0,0.0
7-Eleven,Cherry Orange Blitz Slurpee,110.0,,0.0,25.0,28.0,27.0,0.0
7-Eleven,Coca Cola Classic Slurpee,179.0,,0.0,16.0,49.0,49.0,0.0
7-Eleven,Dr Pepper Slurpee,412.0,,0.0,96.0,115.0,113.0,0.0
7-Eleven,Fanta Banana Slurpee,69.0,,0.0,5.0,19.0,19.0,0.0
7-Eleven,Fanta Blue Raspberry Slurpee,65.0,,0.0,5.0,17.0,17.0,0.0
7-Eleven,Fanta Cherry Limeade Slurpee Lite,21.0,,0.0,0.0,8.0,,0.0
7-Eleven,Fanta Grape Slurpee,67.0,,0.0,14.0,18.0,18.0,0.0
7-Eleven,Fanta Mango Passionfruit Slurpee Lite,20.0,,0.0,0.0,6.0,,0.0
7-Eleven,Fanta Orange Slurpee,66.0,,0.0,0.0,18.0,18.0,0.0
7-Eleven,Fanta Purple Vanilla Slurpee,67.0,,0.0,10.0,18.0,17.0,0.0
7-Eleven,Fanta Strawberry Banana Slurpee Lite,20.0,,0.0,0.0,8.0,,0.0
7-Eleven,Fanta Winter White Mixed Berry Slurpee Lite,20.0,,0.0,5.0,8.0,,0.0
7-Eleven,French Vanilla Iced Coffee,140.0,5.0,10.0,190.0,26.0,25.0,3.0
7-Eleven,Hazelnut Iced Coffee,55.0,,0.0,10.0,13.0,12.0,0.0
7-Eleven,Mango Melody Slurpee,70.0,,0.0,14.0,18.0,18.0,0.0
7-Eleven,Mocha Iced Coffee,140.0,3.0,10.0,250.0,26.0,25.0,3.0
7-Eleven,Mountain Dew Blue Shock Slurpee,60.0,,0.0,20.0,15.0,15.0,0.0
7-Eleven,Mountain Dew Freeze Slurpee,60.0,,0.0,20.0,16.0,16.0,0.0
7-Eleven,Mountain Dew Game Fuel Slurpee,60.0,,0.0,20.0,17.0,17.0,0.0
7-Eleven,Peach Dragon Fruit Slurpee,84.0,,0.0,389.0,18.0,,0.0
7-Eleven,Red Apple Chill Slurpee,60.0,,0.0,14.0,17.0,17.0,0.0
7-Eleven,"Slurpee, Average Other Fanta Flavor",65.0,,0.0,5.0,17.0,17.0,0.0
7-Eleven,Snow Fruit Slurpee,70.0,,0.0,11.0,17.0,17.0,0.0
7-Eleven,Sprite Cranberry Slurpee Lite,20.0,,0.0,0.0,6.0,,0.0
7-Eleven,Sprite Slurpee Lite,20.0,,0.0,0.0,7.0,,0.0
7-Eleven,Sprite Snowball Blast Slurpee,60.0,,0.0,14.0,16.0,16.0,0.0
7-Eleven,Wicked Apple Slurpee,60.0,,0.0,20.0,17.0,17.0,0.0
7-Eleven,"Breakfast Bite Hot Dog, frank only",250.0,21.0,85.0,990.0,2.0,,12.0
7-Eleven,Sausage Biscuit Breakfast Sandwich,330.0,22.0,20.0,840.0,28.0,2.0,8.0
7-Eleven,Sausage Egg & Cheese Biscuit Breakfast Sandwich,460.0,32.0,165.0,1210.0,31.0,2.0,14.0
7-Eleven,Sausage Egg & Cheese Croissant Breakfast Sandwich,410.0,30.0,170.0,720.0,20.0,2.0,14.0
7-Eleven,Sausage Egg & Cheese English Muffin Breakfast Sandwich,390.0,25.0,165.0,750.0,24.0,1.0,15.0
7-Eleven,Bean & Cheese Burrito,640.0,21.0,10.0,1520.0,94.0,1.0,19.0
7-Eleven,Beef & Bean Burrito,720.0,31.0,35.0,1420.0,89.0,2.0,21.0
7-Eleven,"Beef, Bean & Green Chile Burrito",720.0,31.0,35.0,1380.0,89.0,2.0,21.0
7-Eleven,Red Hot Beef Burrito,670.0,30.0,40.0,1760.0,83.0,4.0,18.0
7-Eleven,Buffalo Chicken Roller,190.0,7.0,30.0,880.0,16.0,2.0,15.0
7-Eleven,Chicken Tenders,160.0,5.0,35.0,330.0,11.0,,16.0
7-Eleven,Corn Dog Roller,320.0,21.0,35.0,840.0,23.0,5.0,10.0
7-Eleven,Hash Browns,100.0,5.0,0.0,330.0,12.0,1.0,1.0
7-Eleven,Maple Pancake Sausage Roller,270.0,19.0,35.0,530.0,19.0,4.0,9.0
7-Eleven,Spicy Wing Zings,80.0,5.0,25.0,480.0,3.0,,6.0
7-Eleven,Pepperoni Pizza,300.0,14.0,30.0,720.0,30.0,2.0,14.0
7-Eleven,BLT Salad,270.0,18.0,40.0,910.0,12.0,3.0,16.0
7-Eleven,Chicken Caesar Salad,390.0,28.0,55.0,1060.0,17.0,4.0,16.0
7-Eleven,Garden Side Salad,30.0,,0.0,30.0,7.0,3.0,2.0
7-Eleven,Very Berry Salad,210.0,15.0,15.0,370.0,12.0,6.0,8.0
7-Eleven,"Big Bite Hot Dog, frank only",180.0,17.0,30.0,570.0,1.0,1.0,6.0
7-Eleven,"Cheeseburger Bite Hot Dog, frank only",440.0,38.0,120.0,330.0,2.0,2.0,21.0
7-Eleven,Chicken Salad Sandwich,400.0,14.0,50.0,840.0,44.0,6.0,18.0
7-Eleven,New Cilantro Lime Flatbread Sandwich,570.0,25.0,80.0,970.0,51.0,5.0,36.0
7-Eleven,"Quarter Pound Big Bite Hot Dog, frank only",360.0,34.0,60.0,1140.0,2.0,2.0,11.0
7-Eleven,Smart Turkey Sandwich,300.0,3.0,35.0,950.0,48.0,8.0,15.0
7-Eleven,"Smokie Bite Hot Dog, frank only",420.0,38.0,95.0,1500.0,2.0,2.0,19.0
7-Eleven,Southwest Turkey Sandwich,560.0,28.0,60.0,1360.0,48.0,7.0,19.0
7-Eleven,"Spicy Bite Hot Dog, frank only",270.0,24.0,55.0,910.0,2.0,1.0,11.0
7-Eleven,"Bacon, Egg, Cheese & Potato Taquito",190.0,8.0,15.0,350.0,23.0,1.0,6.0
7-Eleven,Buffalo Chicken Taquito,180.0,8.0,15.0,470.0,22.0,1.0,6.0
7-Eleven,Jalapeno Cream Cheese Taquito,240.0,13.0,30.0,320.0,27.0,1.0,5.0
7-Eleven,Monterey Jack & Chicken Taquito,280.0,14.0,20.0,780.0,30.0,1.0,7.0
7-Eleven,Steak & Cheese Taquito,210.0,11.0,20.0,470.0,22.0,1.0,6.0
7-Eleven,Taco & Cheese Taquito,250.0,11.0,15.0,680.0,30.0,1.0,7.0
Applebee's,Bleu Cheese Dressing for Wings,220.0,22.0,20.0,240.0,3.0,1.0,1.0
Applebee's,Boneless Wings,681.0,35.0,90.0,1600.0,52.0,2.0,39.0
Applebee's,Brisket Quesadilla,951.0,61.0,130.0,2450.0,61.0,6.0,40.0
Applebee's,Cheeseburger Eggrolls,981.0,60.0,95.0,2340.0,77.0,18.0,32.0
Applebee's,Chicken Wonton Tacos,571.0,27.0,120.0,1550.0,46.0,16.0,36.0
Applebee's,Chipotle Lime Chicken Quesadillas,901.0,56.0,135.0,2460.0,61.0,5.0,39.0
Applebee's,Chips & Salsa,621.0,27.0,0.0,2380.0,87.0,7.0,10.0
Applebee's,Crunchy Onion Rings,1291.0,58.0,5.0,3180.0,179.0,56.0,15.0
Applebee's,Double Crunch Bone-In wings,630.0,39.0,280.0,1640.0,8.0,1.0,62.0
Applebee's,French Fries Basket,681.0,32.0,5.0,1520.0,91.0,1.0,8.0
Applebee's,"Spinach & Artichoke Dip, with Salsa & Chips",931.0,57.0,25.0,2630.0,88.0,5.0,18.0
Applebee's,Taco Topped Queso & Chips,1131.0,66.0,110.0,3530.0,91.0,7.0,43.0
Applebee's,White Queso Dip & Chips,920.0,53.0,80.0,2660.0,83.0,7.0,27.0
Applebee's,Brunch Burger,1241.0,80.0,360.0,2380.0,64.0,13.0,65.0
Applebee's,Classic Bacon Cheeseburger,881.0,55.0,165.0,1230.0,46.0,8.0,50.0
Applebee's,Classic Burger,781.0,48.0,135.0,940.0,45.0,7.0,42.0
Applebee's,Classic Cheeseburger,781.0,48.0,135.0,940.0,45.0,7.0,42.0
Applebee's,Quesadilla Burger,1331.0,93.0,240.0,3000.0,50.0,7.0,74.0
Applebee's,Triple Bacon Burger,1171.0,79.0,230.0,1780.0,51.0,11.0,65.0
Applebee's,Whisky Bacon Burger,1291.0,84.0,210.0,1870.0,72.0,18.0,62.0
Applebee's,"Blue Ribbon Brownie, with Vanilla Ice Cream",1522.0,65.0,225.0,640.0,211.0,147.0,26.0
Applebee's,Brownie Bite with Vanilla Ice Cream,350.0,15.0,45.0,140.0,51.0,35.0,5.0
Applebee's,Chocolate Chip Cookie Sundae,1411.0,66.0,160.0,780.0,187.0,123.0,21.0
Applebee's,Hot Fudge Sundae Shooter,410.0,20.0,65.0,160.0,51.0,39.0,6.0
Applebee's,Oreo Cookie Shake,870.0,44.0,135.0,440.0,107.0,75.0,16.0
Applebee's,Southwestern Apple Fritter with Vanilla Ice Cream,1321.0,71.0,55.0,660.0,158.0,95.0,15.0
Applebee's,Triple Chocolate Meltdown with Vanilla Ice Cream,1071.0,56.0,15.0,450.0,126.0,71.0,15.0
Applebee's,Crispy Orange Shrimp Bowl,1160.0,31.0,115.0,3610.0,190.0,81.0,30.0
Applebee's,Grilled Chicken & Spinach Alfredo Bowl,1440.0,88.0,330.0,3240.0,78.0,10.0,88.0
Applebee's,Southwest Chicken Bowl,820.0,29.0,130.0,2430.0,90.0,6.0,54.0
Applebee's,Southwest Steak Bowl,860.0,39.0,70.0,2350.0,90.0,6.0,42.0
Applebee's,Tex-Mex Shrimp Bowl,710.0,27.0,165.0,2170.0,91.0,6.0,30.0
Applebee's,Kid's Apple Juice,100.0,0.0,0.0,15.0,25.0,23.0,0.0
Applebee's,Kid's Applesauce Cup,60.0,0.0,0.0,0.0,14.0,12.0,0.0
Applebee's,Kid's Broccoli Trees,30.0,0.0,0.0,30.0,6.0,2.0,3.0
Applebee's,Kid's Cheeseburger,621.0,37.0,105.0,1240.0,43.0,7.0,30.0
Applebee's,Kid's Cheesy Pizza,681.0,29.0,40.0,1160.0,83.0,12.0,25.0
Applebee's,Kid's Chicken Alfredo,711.0,46.0,205.0,1430.0,40.0,4.0,36.0
Applebee's,Kid's Chicken Quesadilla,370.0,18.0,50.0,760.0,35.0,1.0,18.0
Applebee's,Kid's Chicken Taco,240.0,8.0,75.0,600.0,20.0,1.0,21.0
Applebee's,Kid's Chicken Tenders,300.0,16.0,40.0,820.0,22.0,0.0,18.0
Applebee's,Kid's Chocolate Milk,160.0,3.0,10.0,220.0,27.0,25.0,8.0
Applebee's,Kid's Chocolate Shake,821.0,32.0,130.0,340.0,118.0,95.0,19.0
Applebee's,Kid's Corn Dog,200.0,10.0,35.0,580.0,19.0,5.0,7.0
Applebee's,Kid's Crispy Shrimp,170.0,9.0,60.0,530.0,15.0,1.0,9.0
Applebee's,Kid's French Fries,430.0,20.0,0.0,960.0,57.0,0.0,5.0
Applebee's,Kid's Garlic Mashed Potatoes,130.0,6.0,0.0,320.0,17.0,2.0,2.0
Applebee's,Kid's Grape Juice,100.0,0.0,0.0,15.0,25.0,23.0,0.0
Applebee's,Kid's Hot Fudge Sundae,400.0,20.0,65.0,160.0,50.0,37.0,6.0
Applebee's,Kid's Lemonade,90.0,0.0,0.0,0.0,23.0,21.0,0.0
Applebee's,Kid's Macaroni & Cheese,300.0,9.0,10.0,650.0,44.0,8.0,10.0
Applebee's,Kid's Mozzarella Sticks,340.0,17.0,30.0,1070.0,31.0,5.0,16.0
Applebee's,Kid's Orange Tangerine Juice,110.0,0.0,0.0,15.0,27.0,25.0,0.0
Applebee's,Kid's Oreo Cookie Shake,791.0,38.0,130.0,450.0,95.0,70.0,19.0
Applebee's,Kid's Oreo Sundae,400.0,21.0,65.0,190.0,48.0,34.0,7.0
Applebee's,Kid's Strawberry Shake,811.0,31.0,130.0,310.0,116.0,98.0,18.0
Applebee's,Kid's Strawberry Sundae,360.0,15.0,65.0,105.0,51.0,43.0,6.0
Applebee's,Kid's Vanilla Shake,631.0,31.0,130.0,310.0,71.0,56.0,18.0
Applebee's,Kid's Vanilla Yogurt with Strawberries,100.0,2.0,5.0,55.0,17.0,16.0,4.0
Applebee's,Kidf's 1% Milk,110.0,3.0,10.0,130.0,13.0,12.0,8.0
Applebee's,Blackened Tilapia,500.0,24.0,100.0,1550.0,43.0,4.0,32.0
Applebee's,Bourbon Street Chicken & Shrimp,780.0,43.0,225.0,2580.0,48.0,6.0,55.0
Applebee's,Cedar Grilled Lemon Chicken,600.0,26.0,135.0,2680.0,51.0,16.0,43.0
Applebee's,Chicken Fried Chicken,1181.0,61.0,150.0,2810.0,103.0,6.0,59.0
Applebee's,Chicken Tenders Plate,1151.0,64.0,80.0,2800.0,109.0,13.0,36.0
Applebee's,Chicken Tenders Platter,1461.0,80.0,105.0,3490.0,135.0,22.0,49.0
Applebee's,Chicken Wonton Stir Fry,791.0,20.0,135.0,2790.0,104.0,24.0,51.0
Applebee's,Classic Three Cheese Chicken Penne,490.0,25.0,140.0,1210.0,34.0,3.0,32.0
Applebee's,Grilled Chicken Breast,190.0,3.0,130.0,860.0,0.0,0.0,40.0
Applebee's,Shrimp 'N Parmesan Sirloin Steak,621.0,42.0,270.0,2570.0,7.0,2.0,57.0
Applebee's,Shrimp Wonton Stir Fry,681.0,17.0,150.0,220.0,106.0,24.0,28.0
Applebee's,"Signature Southwest Chicken Salad, with Oriental Dressing",500.0,30.0,90.0,1290.0,32.0,4.0,27.0
Applebee's,American Cheese,140.0,12.0,35.0,680.0,1.0,1.0,7.0
Applebee's,Bacon,100.0,7.0,20.0,310.0,1.0,1.0,7.0
Applebee's,Beef Patty,410.0,31.0,95.0,290.0,1.0,0.0,32.0
Applebee's,Black Bean Patty,190.0,7.0,0.0,540.0,22.0,2.0,17.0
Applebee's,Breadstick,190.0,7.0,5.0,290.0,25.0,2.0,5.0
Applebee's,Cheddar Cheese,170.0,14.0,45.0,260.0,1.0,0.0,10.0
Applebee's,Fried Egg,70.0,5.0,160.0,170.0,1.0,0.0,6.0
Applebee's,Fried Shrimp,511.0,34.0,100.0,1750.0,37.0,14.0,13.0
Applebee's,Grilled Shrimp,150.0,8.0,150.0,980.0,5.0,1.0,15.0
Applebee's,Grilled Shrimp Skewer,120.0,9.0,115.0,520.0,1.0,0.0,10.0
Applebee's,Pepper Jack Cheese,160.0,13.0,35.0,270.0,1.0,0.0,10.0
Applebee's,Swiss Cheese,170.0,13.0,40.0,80.0,1.0,0.0,11.0
Applebee's,Turkey Patty,340.0,27.0,90.0,740.0,0.0,0.0,24.0
Applebee's,Veggie Patty,170.0,6.0,0.0,310.0,21.0,2.0,7.0
Applebee's,Blackened Shrimp Alfredo Pasta,1161.0,73.0,365.0,2810.0,80.0,8.0,52.0
Applebee's,Classic Broccoli Chicken Alfredo Pasta,1271.0,76.0,365.0,2950.0,78.0,8.0,75.0
Applebee's,Classic Chicken Parmesan,1381.0,57.0,175.0,2970.0,136.0,19.0,84.0
Applebee's,Creamy Penne Pasta with Sliced Prime Rib,1391.0,97.0,260.0,3170.0,81.0,12.0,53.0
Applebee's,Stuffed Rigatoni,881.0,33.0,100.0,2450.0,103.0,14.0,48.0
Applebee's,Three Cheese Chicken Penne,1171.0,69.0,340.0,2860.0,72.0,8.0,69.0
Applebee's,Bleu Cheese Salad Dressing,220.0,22.0,20.0,240.0,3.0,1.0,1.0
Applebee's,Buttermilk Ranch Salad Dressing,200.0,20.0,15.0,320.0,3.0,1.0,1.0
Applebee's,Chili Lime Vinaigrette,120.0,7.0,0.0,470.0,14.0,10.0,0.0
Applebee's,Dijon Honey Mustard Salad Dressing,220.0,17.0,10.0,480.0,15.0,12.0,1.0
Applebee's,Fat-Free Italian Salad Dressing,20.0,0.0,0.0,360.0,5.0,3.0,0.0
Applebee's,Garlic Caesar Salad Dressing,210.0,22.0,15.0,320.0,3.0,1.0,1.0
Applebee's,Green Goddess Salad Dressing,190.0,20.0,15.0,440.0,2.0,1.0,1.0
Applebee's,Honey French Salad Dressing,210.0,17.0,0.0,330.0,15.0,14.0,0.0
Applebee's,Lemon Olive Oil Vinaigrette,130.0,14.0,0.0,350.0,0.0,0.0,0.0
Applebee's,Mexi-Ranch Salad Dressing,150.0,14.0,10.0,530.0,4.0,2.0,1.0
Applebee's,Oriental Salad Dressing,250.0,21.0,0.0,90.0,16.0,11.0,0.0
Applebee's,Blackened Shrimp Caesar Salad with Garlic Caesar Dressing,661.0,51.0,190.0,1830.0,27.0,6.0,25.0
Applebee's,Buffalo Chicken Wedge Salad,1120.0,80.0,95.0,3080.0,69.0,11.0,35.0
Applebee's,Crispy Chicken Tender Salad with Honey Dijon Mustard Dressing,1181.0,79.0,315.0,2480.0,71.0,29.0,48.0
Applebee's,Fiesta Chicken Chopped Salad with dressing,831.0,41.0,100.0,1330.0,80.0,21.0,36.0
Applebee's,Grilled Chicken Caesar Salad with Garlic Caesar Dressing,771.0,55.0,175.0,2010.0,26.0,6.0,47.0
Applebee's,Grilled Chicken Salad with Honey Dijon Mustard Dressing,961.0,62.0,400.0,2470.0,42.0,29.0,61.0
Applebee's,Grilled Steak Caesar Salad with dressing,721.0,56.0,105.0,1740.0,26.0,6.0,31.0
Applebee's,Oriental Crispy Chicken Chicken Salad with Oriental Vinaigrette,1441.0,97.0,50.0,1640.0,110.0,37.0,36.0
Applebee's,Oriental Grilled Chicken Salad with Oriental Vinaigrette,1311.0,84.0,135.0,2240.0,94.0,47.0,51.0
Applebee's,Quesadilla Chicken Salad,1230.0,73.0,200.0,3440.0,80.0,14.0,66.0
Applebee's,Southwest Grilled Chicken Salad with House-Made Cilantro Ranch Dressing,1011.0,61.0,175.0,2580.0,64.0,8.0,54.0
Applebee's,Southwest Steak Salad with House-Made Cilantro Ranch Dressing,961.0,62.0,105.0,1910.0,63.0,8.0,38.0
Applebee's,Thai Shrimp Salad with Thai Peanut Sauce & Chile-Lime Vinaigrette,390.0,19.0,150.0,1460.0,30.0,14.0,26.0
Applebee's,Bacon Cheddar Grilled Chicken Sandwich,891.0,48.0,235.0,2420.0,49.0,11.0,65.0
Applebee's,Chicken Fajita Rollup,1091.0,65.0,215.0,3480.0,67.0,8.0,60.0
Applebee's,Clubhouse Grille Sandwich,1061.0,60.0,125.0,2700.0,79.0,24.0,52.0
Applebee's,Grilled Chicken Bacon Wrap,771.0,27.0,190.0,3400.0,73.0,21.0,60.0
Applebee's,Zesty Chicken Sandwich,881.0,52.0,90.0,2550.0,69.0,8.0,34.0
Applebee's,Buffalo Sauce for wings,180.0,19.0,0.0,2300.0,4.0,0.0,0.0
Applebee's,Classic Buffalo Sauce for Combo,200.0,21.0,0.0,2610.0,2.0,0.0,1.0
Applebee's,Honey BBQ Sauce for Combo,110.0,0.0,0.0,450.0,28.0,22.0,1.0
Applebee's,Honey BBQ Sauce for wings,230.0,1.0,0.0,900.0,55.0,43.0,1.0
Applebee's,Ranch Dressing for Wings & Classic Combo,150.0,15.0,10.0,330.0,3.0,2.0,1.0
Applebee's,Sweet Asian Chile Sauce for Combo,130.0,1.0,0.0,760.0,28.0,11.0,1.0
Applebee's,Sweet Asian Chile Sauce for wings,250.0,2.0,0.0,1520.0,55.0,21.0,3.0
Applebee's,Baked Haddock,591.0,40.0,195.0,890.0,12.0,3.0,45.0
Applebee's,Cedar Salmon with Maple Mustard Glaze,350.0,10.0,95.0,1660.0,28.0,18.0,37.0
Applebee's,"Double Crunch Shrimp, with Fries & Slaw",1321.0,74.0,200.0,3700.0,130.0,25.0,33.0
Applebee's,Baked Potato,530.0,31.0,75.0,1120.0,59.0,4.0,9.0
Applebee's,"Caesar Side Salad, with dressing",220.0,18.0,15.0,36.0,11.0,2.0,4.0
Applebee's,Classic Fries,430.0,20.0,0.0,960.0,57.0,0.0,5.0
Applebee's,Fire-Grilled Veggies,150.0,12.0,15.0,420.0,9.0,6.0,2.0
Applebee's,Four-Cheese Mac & Cheese with Bacon,490.0,28.0,85.0,1200.0,35.0,3.0,24.0
Applebee's,Fries,430.0,20.0,0.0,970.0,57.0,0.0,5.0
Applebee's,Garlic Mashed Potatoes,280.0,14.0,5.0,780.0,37.0,2.0,5.0
Applebee's,Garlicky Green Beans,160.0,13.0,5.0,350.0,10.0,2.0,2.0
Applebee's,Green Goddess Wedge Side Salad,540.0,51.0,55.0,1140.0,12.0,7.0,10.0
Applebee's,House Salad,120.0,6.0,15.0,190.0,12.0,3.0,6.0
Applebee's,Loaded Baked Potato,590.0,35.0,90.0,1280.0,59.0,4.0,13.0
Applebee's,Loaded Garlic Mashed Potatoes,460.0,30.0,55.0,960.0,40.0,5.0,11.0
Applebee's,Mixed Green Salad,70.0,2.0,0.0,100.0,11.0,3.0,2.0
Applebee's,Onion Rings,531.0,28.0,0.0,1140.0,62.0,6.0,7.0
Applebee's,Small Caesar Side Salad with dressing,210.0,18.0,15.0,350.0,10.0,2.0,4.0
Applebee's,Steamed Broccoli,100.0,8.0,20.0,280.0,6.0,2.0,3.0
Applebee's,Broccoli Cheese Soup,280.0,22.0,75.0,1340.0,12.0,5.0,11.0
Applebee's,Chicken Tortilla Soup,280.0,15.0,35.0,940.0,25.0,2.0,12.0
Applebee's,Chili,410.0,25.0,105.0,980.0,12.0,6.0,34.0
Applebee's,French Onion Soup,330.0,20.0,50.0,1400.0,22.0,6.0,16.0
Applebee's,Loaded Potato Soup,390.0,33.0,50.0,790.0,13.0,3.0,9.0
Applebee's,New England Clam Chowder,190.0,13.0,30.0,770.0,12.0,1.0,5.0
Applebee's,Portsmouth Clam Chowder,160.0,7.0,35.0,530.0,18.0,4.0,5.0
Applebee's,Tomato Basil Soup,180.0,11.0,25.0,1050.0,16.0,9.0,5.0
Applebee's,BBQ Brisket Tacos,1161.0,67.0,100.0,2860.0,108.0,29.0,37.0
Applebee's,Chili & Cheese Topping for Fries,240.0,16.0,50.0,820.0,9.0,4.0,17.0
Applebee's,Crispy Onion Tanglers,190.0,14.0,0.0,125.0,14.0,2.0,2.0
Applebee's,Grilled Onions Toppers,45.0,3.0,0.0,280.0,5.0,2.0,1.0
Applebee's,Sauteed Garlic Mushrooms Toppers,170.0,15.0,25.0,430.0,6.0,2.0,3.0
Applebee's,Shrimp N Parm Toppers,280.0,24.0,145.0,930.0,4.0,1.0,13.0
Arby's,Arby's Melt,330.0,12.0,35.0,940.0,39.0,5.0,18.0
Arby's,Arby-Q Sandwich,400.0,11.0,30.0,1250.0,58.0,23.0,18.0
Arby's,Beef 'n Cheddar Classic,450.0,20.0,50.0,1280.0,45.0,9.0,23.0
Arby's,Beer Battered Fish Sandwich,600.0,23.0,65.0,1820.0,73.0,14.0,25.0
Arby's,Brisket Bacon Flatbread,700.0,38.0,110.0,1430.0,49.0,7.0,40.0
Arby's,Buffalo Roast Chicken Sandwich,360.0,14.0,65.0,1490.0,36.0,7.0,24.0
Arby's,Chicken Cheddar Ranch Sandwich,610.0,30.0,65.0,1400.0,58.0,7.0,43.0
Arby's,Classic Roast Beef,360.0,14.0,50.0,970.0,37.0,5.0,23.0
Arby's,Classic Roast Chicken Sandwich,370.0,16.0,65.0,860.0,35.0,7.0,24.0
Arby's,Country Style Pork Rib Sandwich,500.0,23.0,70.0,1450.0,48.0,12.0,28.0
Arby's,Cranberry Deep Fried Turkey Sandwich,820.0,33.0,100.0,1180.0,84.0,39.0,44.0
Arby's,Cranberry Deep Fried Turkey Wrap,630.0,30.0,100.0,1690.0,49.0,13.0,43.0
Arby's,Creamy Mediterranean Wrap,550.0,30.0,80.0,1240.0,41.0,5.0,32.0
Arby's,Crispy Fish Sandwich,570.0,25.0,45.0,990.0,65.0,9.0,20.0
Arby's,Deep Fried Turkey Club Sandwich,540.0,28.0,95.0,1630.0,38.0,9.0,35.0
Arby's,Deep Fried Turkey Club Wrap,580.0,29.0,95.0,1650.0,41.0,7.0,41.0
Arby's,Double Roast Beef,510.0,24.0,95.0,1610.0,38.0,5.0,38.0
Arby's,Fire-Roasted Philly Steak,630.0,35.0,100.0,1890.0,45.0,3.0,34.0
Arby's,Greek Gyro,710.0,44.0,75.0,1360.0,55.0,6.0,23.0
Arby's,Half Pound Beef 'n Cheddar Sandwich,740.0,39.0,130.0,2530.0,48.0,9.0,49.0
Arby's,Half Pound French Dip & Swiss,740.0,35.0,150.0,3400.0,52.0,3.0,55.0
Arby's,Half Pound Roast Beef Sandwich,610.0,30.0,130.0,2040.0,38.0,5.0,48.0
Arby's,Ham & Swiss Melt,300.0,8.0,35.0,1060.0,37.0,6.0,18.0
Arby's,Jalapeno Bacon Ranch Wrap,600.0,33.0,95.0,1480.0,42.0,7.0,37.0
Arby's,KING'S HAWAIIAN Fish Deluxe Sandwich,690.0,34.0,105.0,1000.0,74.0,19.0,25.0
Arby's,Loaded Italian Sandwich,630.0,35.0,90.0,2370.0,49.0,7.0,29.0
Arby's,Pecan Chicken Salad Sandwich,840.0,46.0,65.0,1190.0,83.0,18.0,28.0
Arby's,Reuben Sandwich,680.0,31.0,80.0,2420.0,62.0,5.0,37.0
Arby's,Roast Beef Gyro,550.0,29.0,60.0,1290.0,48.0,5.0,24.0
Arby's,Roast Chicken Club,460.0,19.0,70.0,1440.0,42.0,9.0,30.0
Arby's,"Roast Turkey, Ranch & Bacon Sandwich",810.0,35.0,80.0,2420.0,79.0,16.0,45.0
Arby's,"Roast Turkey, Ranch & Bacon Wrap",630.0,32.0,85.0,2080.0,43.0,7.0,44.0
Arby's,Southwest Chicken Avocado Wrap,430.0,16.0,65.0,1070.0,42.0,5.0,31.0
Arby's,Spicy Greek Gyro,720.0,44.0,75.0,1700.0,58.0,8.0,23.0
Arby's,Super Roast Beef,440.0,19.0,50.0,1080.0,43.0,11.0,23.0
Arby's,Turkey Gyro,470.0,20.0,45.0,1520.0,48.0,5.0,25.0
Arby's,Buffalo Chicken Slider,300.0,14.0,25.0,940.0,31.0,2.0,12.0
Arby's,Pizza Slider,280.0,16.0,30.0,940.0,22.0,2.0,12.0
Arby's,Dr Pepper,250.0,0.0,0.0,60.0,68.0,68.0,0.0
Arby's,Dr Pepper,250.0,0.0,0.0,60.0,68.0,68.0,0.0
Arby's,Nestle Pure Life Bottled Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arby's,Orange Juice,140.0,0.0,0.0,0.0,33.0,26.0,2.0
Arby's,Bacon & Cheese Croissant,330.0,19.0,50.0,670.0,27.0,3.0,13.0
Arby's,Bacon Biscuit,340.0,17.0,15.0,1180.0,36.0,3.0,12.0
Arby's,"Bacon, Egg & Cheese Biscuit",480.0,29.0,155.0,1720.0,38.0,5.0,18.0
Arby's,"Bacon, Egg & Cheese Croissant",440.0,27.0,185.0,1010.0,29.0,5.0,18.0
Arby's,"Bacon, Egg & Cheese Sourdough",490.0,23.0,155.0,1260.0,46.0,6.0,23.0
Arby's,"Bacon, Egg & Cheese Wrap",500.0,27.0,160.0,1370.0,42.0,5.0,20.0
Arby's,Chicken Biscuit,390.0,18.0,20.0,1330.0,44.0,2.0,13.0
Arby's,French Toast Sticks,350.0,10.0,0.0,250.0,57.0,13.0,7.0
Arby's,Ham & Egg with Biscuit Platter,570.0,29.0,265.0,1830.0,50.0,5.0,23.0
Arby's,Ham & Swiss Croissant,340.0,17.0,70.0,910.0,29.0,4.0,16.0
Arby's,Ham Biscuit,340.0,16.0,30.0,1420.0,37.0,4.0,13.0
Arby's,"Ham, Egg & Cheese Biscuit",470.0,25.0,165.0,1830.0,39.0,5.0,21.0
Arby's,"Ham, Egg & Cheese Croissant",420.0,23.0,195.0,1120.0,30.0,5.0,21.0
Arby's,"Ham, Egg & Cheese Sourdough",470.0,19.0,165.0,1370.0,47.0,6.0,26.0
Arby's,"Ham, Egg & Cheese Wrap",440.0,22.0,160.0,1280.0,42.0,5.0,17.0
